species,latitude,longitude,date,month_name,source
Dermacentor marginatus,42.56357,42.26169,9/22/2009,September,VectorMap_Ticks
Dermacentor marginatus,42.6793,42.16806,9/24/2009,September,VectorMap_Ticks
Dermacentor marginatus,43.26805555,41.35305555,5/25/2010,May,VectorMap_Ticks
Dermacentor marginatus,41.36972222,43.45972222,5/25/2010,May,VectorMap_Ticks
Dermacentor marginatus,41.47222222,43.35388888,5/25/2010,May,VectorMap_Ticks
Dermacentor marginatus,41.70916666,43.50694444,5/25/2010,May,VectorMap_Ticks
Dermacentor marginatus,41.65361111,43.45888888,5/25/2010,May,VectorMap_Ticks
Dermacentor marginatus,41.75194444,43.63444444,5/25/2010,May,VectorMap_Ticks
Dermacentor marginatus,41.5025,43.80916666,5/25/2010,May,VectorMap_Ticks
Dermacentor marginatus,42.28027777,41.79,6/1/2010,June,VectorMap_Ticks
Dermacentor marginatus,42.23027777,41.70638888,6/1/2010,June,VectorMap_Ticks
Dermacentor marginatus,42.29138888,41.64,6/1/2010,June,VectorMap_Ticks
Dermacentor marginatus,42.21,41.73388888,6/1/2010,June,VectorMap_Ticks
Dermacentor marginatus,41.67786,41.72223,6/3/2010,June,VectorMap_Ticks
Dermacentor marginatus,41.63102,44.63377,9/20/2010,September,VectorMap_Ticks
Dermacentor marginatus,41.56453,44.52397,9/21/2010,September,VectorMap_Ticks
Dermacentor marginatus,41.59967,44.78578,9/22/2010,September,VectorMap_Ticks
Dermacentor marginatus,41.72655,42.05857,10/5/2011,October,VectorMap_Ticks
Dermacentor marginatus,41.239,43.59901,6/11/2012,June,VectorMap_Ticks
Dermacentor marginatus,41.42023,45.98237,4/11/2014,April,VectorMap_Ticks
Dermacentor marginatus,41.28881,46.459,4/13/2014,April,VectorMap_Ticks
Dermacentor marginatus,43.2231,41.57055,4/13/2014,April,VectorMap_Ticks
Dermacentor marginatus,41.57055,43.2231,4/13/2014,April,Georgia_Ticks
Dermacentor marginatus,41.34254,44.16829,7/23/2014,July,VectorMap_Ticks
Dermacentor marginatus,42.978,41.65982,9/18/2014,September,VectorMap_Ticks
Dermacentor marginatus,41.65982,42.978,9/18/2014,September,Georgia_Ticks
Dermacentor marginatus,42.5948,43.3808,4/19/2018,April,GBIF
Dermacentor marginatus,42.0922,43.7022,4/19/2018,April,GBIF
Dermacentor marginatus,41.99184,43.62813,4/12/2019,April,VectorMap_Ticks
Dermacentor marginatus,43.112868,41.649429,5/21/2019,May,VectorMap_Ticks
Dermacentor marginatus,43.115629,41.653784,5/21/2019,May,VectorMap_Ticks
Dermacentor marginatus,43.130358,41.616589,5/21/2019,May,VectorMap_Ticks
Dermacentor marginatus,43.031838,41.639129,5/21/2019,May,VectorMap_Ticks
Dermacentor marginatus,41.367559,43.496108,5/21/2019,May,VectorMap_Ticks
Dermacentor marginatus,41.63912931,43.03183765,5/21/2019,May,Georgia_Ticks
Dermacentor marginatus,41.6165893,43.13035755,5/21/2019,May,Georgia_Ticks
Dermacentor marginatus,41.64942872,43.11286802,5/21/2019,May,Georgia_Ticks
Dermacentor marginatus,41.65378445,43.11562889,5/21/2019,May,Georgia_Ticks
Dermacentor marginatus,41.850943,44.470651,3/7/2020,March,VectorMap_Ticks
Dermacentor marginatus,42.0764,43.6341,3/9/2021,March,GBIF
Dermacentor marginatus,41.753998,45.007522,3/9/2021,March,VectorMap_Ticks
Dermacentor marginatus,42.076593,43.631299,3/22/2021,March,VectorMap_Ticks
Dermacentor marginatus,42.080745,43.645643,3/22/2021,March,VectorMap_Ticks
Dermacentor marginatus,42.030961,43.796959,3/22/2021,March,VectorMap_Ticks
Dermacentor marginatus,42.99459,41.630941,3/23/2021,March,VectorMap_Ticks
Dermacentor marginatus,42.865512,41.619555,3/23/2021,March,VectorMap_Ticks
Dermacentor marginatus,43.027777,41.641776,3/23/2021,March,VectorMap_Ticks
Dermacentor marginatus,43.047608,41.632515,3/23/2021,March,VectorMap_Ticks
Dermacentor marginatus,41.63094146,42.9945901,3/23/2021,March,Georgia_Ticks
Dermacentor marginatus,41.6195552,42.8655121,3/23/2021,March,Georgia_Ticks
Dermacentor marginatus,41.64177643,43.02777674,3/23/2021,March,Georgia_Ticks
Dermacentor marginatus,41.63251503,43.04760837,3/23/2021,March,Georgia_Ticks
Dermacentor marginatus,41.62504009,42.85043042,3/24/2021,March,Georgia_Ticks
Dermacentor marginatus,41.978409,43.568813,3/26/2021,March,VectorMap_Ticks
Dermacentor marginatus,41.657423,44.727758,4/8/2021,April,VectorMap_Ticks
Dermacentor marginatus,41.656092,44.578237,4/8/2021,April,VectorMap_Ticks
Dermacentor marginatus,41.552963,44.494642,4/8/2021,April,VectorMap_Ticks
Dermacentor marginatus,41.866127,45.280242,4/19/2021,April,VectorMap_Ticks
Dermacentor marginatus,41.764399,45.864883,4/20/2021,April,VectorMap_Ticks
Dermacentor marginatus,41.76069,45.840389,4/20/2021,April,VectorMap_Ticks
Dermacentor marginatus,43.062481,42.321781,5/2/2021,May,VectorMap_Ticks
Dermacentor marginatus,42.3217812,43.0624805,5/2/2021,May,Georgia_Ticks
Dermacentor marginatus,42.023993,43.636608,5/17/2021,May,VectorMap_Ticks
Dermacentor marginatus,42.02106,44.285866,6/2/2021,June,VectorMap_Ticks
Dermacentor marginatus,41.903588,45.137916,9/20/2021,September,VectorMap_Ticks
Dermacentor marginatus,41.866481,45.17188,9/20/2021,September,VectorMap_Ticks
Dermacentor marginatus,41.858194,45.235851,9/20/2021,September,VectorMap_Ticks
Dermacentor marginatus,41.864671,45.28191,9/20/2021,September,VectorMap_Ticks
Dermacentor marginatus,41.860351,45.333542,9/21/2021,September,VectorMap_Ticks
Dermacentor marginatus,42.030175,44.004783,10/21/2021,October,VectorMap_Ticks
Dermacentor marginatus,42.002452,44.279985,10/21/2021,October,VectorMap_Ticks
Dermacentor marginatus,41.682292,44.517521,10/22/2021,October,VectorMap_Ticks
Dermacentor marginatus,41.656401,44.584448,10/22/2021,October,VectorMap_Ticks
Dermacentor marginatus,41.72564,44.443734,10/22/2021,October,VectorMap_Ticks
Dermacentor marginatus,41.759989,44.504846,10/22/2021,October,VectorMap_Ticks
Dermacentor marginatus,41.946917,44.18344,10/29/2021,October,VectorMap_Ticks
Dermacentor marginatus,42.076308,43.646446,10/29/2021,October,VectorMap_Ticks
Dermacentor marginatus,42.058259,43.61576,10/29/2021,October,VectorMap_Ticks
Dermacentor marginatus,41.849207,44.474207,10/29/2021,October,VectorMap_Ticks
Dermacentor marginatus,41.941431,45.054271,11/2/2021,November,VectorMap_Ticks
Dermacentor marginatus,41.979916,44.939085,11/2/2021,November,VectorMap_Ticks
Dermacentor marginatus,41.59311303,44.68831457,4/6/2022,April,Georgia_Ticks
Dermacentor marginatus,42.05208063,43.71215454,4/14/2022,April,Georgia_Ticks
Dermacentor marginatus,42.07822421,43.64587613,4/14/2022,April,Georgia_Ticks
Dermacentor marginatus,42.04012021,43.61853376,4/14/2022,April,Georgia_Ticks
Dermacentor marginatus,41.97874943,43.56827954,4/14/2022,April,Georgia_Ticks
Dermacentor marginatus,41.65647303,44.5853839,4/15/2022,April,Georgia_Ticks
Dermacentor marginatus,41.6817175,44.51807363,4/15/2022,April,Georgia_Ticks
Dermacentor marginatus,41.75981827,44.50494644,4/15/2022,April,Georgia_Ticks
Dermacentor marginatus,41.92078284,45.42437997,4/19/2022,April,Georgia_Ticks
Dermacentor marginatus,41.86397106,45.33957527,4/19/2022,April,Georgia_Ticks
Dermacentor marginatus,41.95637406,45.0047683,4/21/2022,April,Georgia_Ticks
Dermacentor marginatus,41.9311237,45.08443862,4/21/2022,April,Georgia_Ticks
Dermacentor marginatus,41.90475094,45.13519675,4/21/2022,April,Georgia_Ticks
Dermacentor marginatus,41.86612038,45.17343636,4/21/2022,April,Georgia_Ticks
Dermacentor marginatus,43.091627,41.643339,4/27/2022,April,VectorMap_Ticks
Dermacentor marginatus,41.64597762,43.1056292,4/27/2022,April,Georgia_Ticks
Dermacentor marginatus,41.64333933,43.0916265,4/27/2022,April,Georgia_Ticks
Dermacentor marginatus,43.027569,41.642475,4/28/2022,April,VectorMap_Ticks
Dermacentor marginatus,41.64247507,43.0275693,4/28/2022,April,Georgia_Ticks
Dermacentor marginatus,42.03026493,44.00494894,5/12/2022,May,Georgia_Ticks
Dermacentor marginatus,42.05226374,43.71386874,5/12/2022,May,Georgia_Ticks
Dermacentor marginatus,42.07699678,43.64613723,5/12/2022,May,Georgia_Ticks
Dermacentor marginatus,42.03943732,43.61897182,5/12/2022,May,Georgia_Ticks
Dermacentor marginatus,41.9785845,43.56884032,5/12/2022,May,Georgia_Ticks
Dermacentor marginatus,41.99181002,43.62775039,5/12/2022,May,Georgia_Ticks
Dermacentor marginatus,41.6564889,44.58501056,5/13/2022,May,Georgia_Ticks
Dermacentor marginatus,41.681779,44.518436,5/13/2022,May,Georgia_Ticks
Dermacentor marginatus,41.75924893,44.50439724,5/13/2022,May,Georgia_Ticks
Dermacentor marginatus,41.7882233,44.51943744,5/13/2022,May,Georgia_Ticks
Dermacentor marginatus,41.86018158,45.33434406,5/17/2022,May,Georgia_Ticks
Dermacentor marginatus,41.86520945,45.28124236,5/17/2022,May,Georgia_Ticks
Dermacentor marginatus,41.95650396,45.00475748,5/19/2022,May,Georgia_Ticks
Dermacentor marginatus,41.9054086,45.1336327,5/19/2022,May,Georgia_Ticks
Dermacentor marginatus,41.86589457,45.17339693,5/19/2022,May,Georgia_Ticks
Dermacentor marginatus,41.978449,43.569052,6/16/2022,June,Georgia_Ticks
Dermacentor marginatus,42.029819,44.006242,7/5/2022,July,Georgia_Ticks
Dermacentor marginatus,42.03009244,44.00587571,9/8/2022,September,Georgia_Ticks
Dermacentor marginatus,42.04011747,43.61853712,9/8/2022,September,Georgia_Ticks
Dermacentor marginatus,41.97861805,43.56917443,9/8/2022,September,Georgia_Ticks
Dermacentor marginatus,41.9916624,43.62876726,9/8/2022,September,Georgia_Ticks
Dermacentor marginatus,41.68316817,43.01487758,9/27/2022,September,Georgia_Ticks
Dermacentor marginatus,41.63116455,42.99557712,9/27/2022,September,Georgia_Ticks
Dermacentor marginatus,41.64242554,43.02751813,9/27/2022,September,Georgia_Ticks
Dermacentor marginatus,41.66844293,44.69342484,10/3/2022,October,Georgia_Ticks
Dermacentor marginatus,42.04006958,43.61859619,10/7/2022,October,Georgia_Ticks
Dermacentor marginatus,41.99119639,43.62940146,10/7/2022,October,Georgia_Ticks
Dermacentor marginatus,41.95583884,45.00372598,10/20/2022,October,Georgia_Ticks
Dermacentor marginatus,41.93069379,45.08371161,10/20/2022,October,Georgia_Ticks
Dermacentor marginatus,41.90475464,45.13666256,10/20/2022,October,Georgia_Ticks
Dermacentor marginatus,41.86584473,45.17320207,10/20/2022,October,Georgia_Ticks
Dermacentor marginatus,41.63217163,42.99549094,10/24/2022,October,Georgia_Ticks
Dermacentor marginatus,41.64266968,43.02788201,10/25/2022,October,Georgia_Ticks
Dermacentor marginatus,41.742525,44.669181,NA,NA,GBIF
Dermacentor marginatus,41.700256,44.809357,NA,NA,GBIF
Dermacentor reticulatus,41.47638888,43.65583333,5/25/2010,May,VectorMap_Ticks
Dermacentor reticulatus,41.54343,43.329861,10/1/2010,October,GBIF
Dermacentor reticulatus,41.648434,42.088157,10/1/2010,October,GBIF
Dermacentor reticulatus,42.673345,43.142596,10/1/2010,October,GBIF
Dermacentor reticulatus,42.29763,44.752941,10/1/2010,October,GBIF
Dermacentor reticulatus,42.125615,44.019696,10/1/2010,October,GBIF
Dermacentor reticulatus,42.179335,42.970747,10/1/2010,October,GBIF
Dermacentor reticulatus,41.717593,44.824596,10/1/2010,October,GBIF
Dermacentor reticulatus,41.767433,45.773121,10/1/2010,October,GBIF
Dermacentor reticulatus,41.499874,44.500634,10/1/2010,October,GBIF
Dermacentor reticulatus,41.966948,42.15628,10/1/2010,October,GBIF
Dermacentor reticulatus,42.69551,42.249841,10/1/2010,October,GBIF
Dermacentor reticulatus,43.107149,41.167678,10/1/2010,October,GBIF
Dermacentor reticulatus,42.995434,41.636262,9/11/2018,September,VectorMap_Ticks
Dermacentor reticulatus,41.636262,42.995434,9/11/2018,September,Georgia_Ticks
Dermacentor reticulatus,41.99184,43.62813,4/12/2019,April,VectorMap_Ticks
Dermacentor reticulatus,41.991525,43.626437,5/20/2019,May,VectorMap_Ticks
Dermacentor reticulatus,41.389909,43.490084,5/21/2019,May,VectorMap_Ticks
Dermacentor reticulatus,42.995454,41.635977,5/22/2019,May,VectorMap_Ticks
Dermacentor reticulatus,41.635977,42.995454,5/22/2019,May,Georgia_Ticks
Dermacentor reticulatus,41.739532,44.593305,2/22/2020,February,VectorMap_Ticks
Dermacentor reticulatus,41.736359,44.590797,2/22/2020,February,VectorMap_Ticks
Dermacentor reticulatus,41.75412,45.007251,9/30/2020,September,VectorMap_Ticks
Dermacentor reticulatus,42.99459,41.630941,3/23/2021,March,VectorMap_Ticks
Dermacentor reticulatus,42.993303,41.635447,3/23/2021,March,VectorMap_Ticks
Dermacentor reticulatus,43.027777,41.641776,3/23/2021,March,VectorMap_Ticks
Dermacentor reticulatus,41.63094146,42.9945901,3/23/2021,March,Georgia_Ticks
Dermacentor reticulatus,41.63544656,42.99330298,3/23/2021,March,Georgia_Ticks
Dermacentor reticulatus,41.64177643,43.02777674,3/23/2021,March,Georgia_Ticks
Dermacentor reticulatus,41.667056,44.694392,4/8/2021,April,VectorMap_Ticks
Dermacentor reticulatus,41.656092,44.578237,4/8/2021,April,VectorMap_Ticks
Dermacentor reticulatus,41.552963,44.494642,4/8/2021,April,VectorMap_Ticks
Dermacentor reticulatus,41.827408,45.138068,4/19/2021,April,VectorMap_Ticks
Dermacentor reticulatus,41.866127,45.280242,4/19/2021,April,VectorMap_Ticks
Dermacentor reticulatus,41.865463,45.343626,4/19/2021,April,VectorMap_Ticks
Dermacentor reticulatus,41.826543,45.137965,9/20/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.903588,45.137916,9/20/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.931186,45.084103,9/20/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.866481,45.17188,9/20/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.858194,45.235851,9/20/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.864671,45.28191,9/20/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.928266,45.42176,9/20/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.860351,45.333542,9/21/2021,September,VectorMap_Ticks
Dermacentor reticulatus,41.682292,44.517521,10/22/2021,October,VectorMap_Ticks
Dermacentor reticulatus,41.656401,44.584448,10/22/2021,October,VectorMap_Ticks
Dermacentor reticulatus,41.72564,44.443734,10/22/2021,October,VectorMap_Ticks
Dermacentor reticulatus,41.759989,44.504846,10/22/2021,October,VectorMap_Ticks
Dermacentor reticulatus,42.040019,43.618579,10/29/2021,October,VectorMap_Ticks
Dermacentor reticulatus,41.904882,45.135992,11/2/2021,November,VectorMap_Ticks
Dermacentor reticulatus,41.931116,45.084045,11/2/2021,November,VectorMap_Ticks
Dermacentor reticulatus,41.941431,45.054271,11/2/2021,November,VectorMap_Ticks
Dermacentor reticulatus,41.960567,45.002969,11/2/2021,November,VectorMap_Ticks
Dermacentor reticulatus,41.979916,44.939085,11/2/2021,November,VectorMap_Ticks
Dermacentor reticulatus,41.872431,44.910499,11/2/2021,November,VectorMap_Ticks
Dermacentor reticulatus,41.786518,44.94237,11/2/2021,November,VectorMap_Ticks
Dermacentor reticulatus,41.577224,44.63975252,4/6/2022,April,Georgia_Ticks
Dermacentor reticulatus,42.0301819,44.00662975,4/14/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.65647303,44.5853839,4/15/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.6817175,44.51807363,4/15/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.78813204,44.51967912,4/15/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.86397106,45.33957527,4/19/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.8722919,44.91028514,4/21/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.95637406,45.0047683,4/21/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.9311237,45.08443862,4/21/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.90475094,45.13519675,4/21/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.64597762,43.1056292,4/27/2022,April,Georgia_Ticks
Dermacentor reticulatus,43.027569,41.642475,4/28/2022,April,VectorMap_Ticks
Dermacentor reticulatus,41.64247507,43.0275693,4/28/2022,April,Georgia_Ticks
Dermacentor reticulatus,41.6564889,44.58501056,5/13/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.681779,44.518436,5/13/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.75924893,44.50439724,5/13/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.7882233,44.51943744,5/13/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.86018158,45.33434406,5/17/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.86520945,45.28124236,5/17/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.85859781,45.23599401,5/18/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.9194327,45.1143366,5/19/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.86589457,45.17339693,5/19/2022,May,Georgia_Ticks
Dermacentor reticulatus,41.95656931,45.00429877,6/22/2022,June,Georgia_Ticks
Dermacentor reticulatus,41.9916624,43.62876726,9/8/2022,September,Georgia_Ticks
Dermacentor reticulatus,41.87207453,44.90986224,9/22/2022,September,Georgia_Ticks
Dermacentor reticulatus,41.63226163,42.99520803,9/27/2022,September,Georgia_Ticks
Dermacentor reticulatus,41.64242554,43.02751813,9/27/2022,September,Georgia_Ticks
Dermacentor reticulatus,41.66844293,44.69342484,10/3/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.6723492,44.3839592,10/3/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.78843722,44.52084951,10/3/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.97856504,43.56915778,10/7/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.99119639,43.62940146,10/7/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.86399011,45.33954102,10/18/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.86473634,45.2813461,10/19/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.85903509,45.23582022,10/19/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.95583884,45.00372598,10/20/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.93069379,45.08371161,10/20/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.90475464,45.13666256,10/20/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.86584473,45.17320207,10/20/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.63217163,42.99549094,10/24/2022,October,Georgia_Ticks
Dermacentor reticulatus,41.64266968,43.02788201,10/25/2022,October,Georgia_Ticks
Haemaphysalis inermis,41.905637,42.595935,4/4/2018,April,VectorMap_Ticks
Haemaphysalis inermis,42.595935,41.905637,4/4/2018,April,Georgia_Ticks
Haemaphysalis inermis,42.68792,42.4,4/11/2019,April,VectorMap_Ticks
Haemaphysalis inermis,42.4,42.68792,4/11/2019,April,Georgia_Ticks
Haemaphysalis inermis,41.736351,44.587948,2/22/2020,February,VectorMap_Ticks
Haemaphysalis inermis,41.739532,44.593305,2/22/2020,February,VectorMap_Ticks
Haemaphysalis inermis,41.776981,44.922517,3/3/2020,March,VectorMap_Ticks
Haemaphysalis inermis,41.850943,44.470651,3/7/2020,March,VectorMap_Ticks
Haemaphysalis inermis,41.804474,44.760139,4/5/2020,April,VectorMap_Ticks
Haemaphysalis inermis,41.604279,44.806374,2/4/2021,February,VectorMap_Ticks
Haemaphysalis inermis,41.600443,44.798774,2/4/2021,February,VectorMap_Ticks
Haemaphysalis inermis,41.899628,44.67996,2/11/2021,February,VectorMap_Ticks
Haemaphysalis inermis,41.804901,44.756999,3/5/2021,March,VectorMap_Ticks
Haemaphysalis inermis,41.753998,45.007522,3/9/2021,March,VectorMap_Ticks
Haemaphysalis inermis,42.076593,43.631299,3/22/2021,March,VectorMap_Ticks
Haemaphysalis inermis,42.080745,43.645643,3/22/2021,March,VectorMap_Ticks
Haemaphysalis inermis,41.906562,43.463272,3/26/2021,March,VectorMap_Ticks
Haemaphysalis inermis,41.736786,44.853001,4/6/2021,April,VectorMap_Ticks
Haemaphysalis inermis,41.657423,44.727758,4/8/2021,April,VectorMap_Ticks
Haemaphysalis inermis,41.552963,44.494642,4/8/2021,April,VectorMap_Ticks
Haemaphysalis inermis,41.827408,45.138068,4/19/2021,April,VectorMap_Ticks
Haemaphysalis inermis,41.524152,45.924239,4/21/2021,April,VectorMap_Ticks
Haemaphysalis inermis,41.753238,45.007901,5/6/2021,May,VectorMap_Ticks
Haemaphysalis inermis,42.019564,42.07285,5/20/2021,May,VectorMap_Ticks
Haemaphysalis inermis,42.07285032,42.01956376,5/20/2021,May,Georgia_Ticks
Haemaphysalis inermis,41.682292,44.517521,10/22/2021,October,VectorMap_Ticks
Haemaphysalis inermis,41.657747,44.727787,10/22/2021,October,VectorMap_Ticks
Haemaphysalis inermis,42.076308,43.646446,10/29/2021,October,VectorMap_Ticks
Haemaphysalis inermis,42.058259,43.61576,10/29/2021,October,VectorMap_Ticks
Haemaphysalis inermis,42.040019,43.618579,10/29/2021,October,VectorMap_Ticks
Haemaphysalis inermis,41.849207,44.474207,10/29/2021,October,VectorMap_Ticks
Haemaphysalis inermis,41.904882,45.135992,11/2/2021,November,VectorMap_Ticks
Haemaphysalis inermis,41.931116,45.084045,11/2/2021,November,VectorMap_Ticks
Haemaphysalis inermis,41.786518,44.94237,11/2/2021,November,VectorMap_Ticks
Haemaphysalis inermis,41.59311303,44.68831457,4/6/2022,April,Georgia_Ticks
Haemaphysalis inermis,41.577224,44.63975252,4/6/2022,April,Georgia_Ticks
Haemaphysalis inermis,42.04012021,43.61853376,4/14/2022,April,Georgia_Ticks
Haemaphysalis inermis,41.99202622,43.62859415,4/14/2022,April,Georgia_Ticks
Haemaphysalis inermis,41.6817175,44.51807363,4/15/2022,April,Georgia_Ticks
Haemaphysalis inermis,41.95637406,45.0047683,4/21/2022,April,Georgia_Ticks
Haemaphysalis inermis,41.9311237,45.08443862,4/21/2022,April,Georgia_Ticks
Haemaphysalis inermis,41.90475094,45.13519675,4/21/2022,April,Georgia_Ticks
Haemaphysalis inermis,41.86612038,45.17343636,4/21/2022,April,Georgia_Ticks
Haemaphysalis inermis,42.07699678,43.64613723,5/12/2022,May,Georgia_Ticks
Haemaphysalis inermis,42.03943732,43.61897182,5/12/2022,May,Georgia_Ticks
Haemaphysalis inermis,41.66885786,44.69497556,5/13/2022,May,Georgia_Ticks
Haemaphysalis inermis,41.681779,44.518436,5/13/2022,May,Georgia_Ticks
Haemaphysalis inermis,41.9054086,45.1336327,5/19/2022,May,Georgia_Ticks
Haemaphysalis inermis,41.86589457,45.17339693,5/19/2022,May,Georgia_Ticks
Haemaphysalis inermis,41.67104979,44.68457684,6/17/2022,June,Georgia_Ticks
Haemaphysalis inermis,41.93069379,45.08371161,10/20/2022,October,Georgia_Ticks
Haemaphysalis inermis,41.90475464,45.13666256,10/20/2022,October,Georgia_Ticks
Haemaphysalis inermis,41.86584473,45.17320207,10/20/2022,October,Georgia_Ticks
Haemaphysalis inermis,41.88067627,44.66993956,10/27/2022,October,Georgia_Ticks
Hyalomma aegyptium,41.44863,44.61026,9/22/2010,September,VectorMap_Ticks
Hyalomma aegyptium,41.5892,45.8479,6/7/2012,June,VectorMap_Ticks
Hyalomma aegyptium,41.826366,44.968397,6/6/2018,June,VectorMap_Ticks
Hyalomma aegyptium,41.549239,44.986866,6/26/2020,June,VectorMap_Ticks
Hyalomma aegyptium,41.421207,46.459144,4/21/2021,April,VectorMap_Ticks
Hyalomma aegyptium,41.44579,46.432444,4/21/2021,April,VectorMap_Ticks
Hyalomma aegyptium,41.735225,44.880689,8/19/2021,August,VectorMap_Ticks
Hyalomma aegyptium,41.80177853,44.76034319,4/24/2022,April,Georgia_Ticks
Hyalomma aegyptium,41.8073392,44.77161169,7/9/2022,July,Georgia_Ticks
Hyalomma aegyptium,41.447252,45.376551,NA,NA,GBIF
Hyalomma aegyptium,41.651759,44.841908,NA,NA,GBIF
Hyalomma aegyptium,41.19413,46.493072,NA,NA,GBIF
Hyalomma aegyptium,41.147345,46.378789,NA,NA,GBIF
Hyalomma aegyptium,41.286201,45.89856,NA,NA,GBIF
Hyalomma aegyptium,41.828458,44.75678,NA,NA,GBIF
Hyalomma aegyptium,41.450289,45.369993,NA,NA,GBIF
Hyalomma aegyptium,41.729979,44.715455,NA,NA,GBIF
Hyalomma aegyptium,41.7478,44.739021,NA,NA,GBIF
Hyalomma aegyptium,41.478113,45.199433,NA,NA,GBIF
Hyalomma marginatum,41.79193,42.0377,9/16/2009,September,VectorMap_Ticks
Hyalomma marginatum,41.5025,43.80916666,5/25/2010,May,VectorMap_Ticks
Hyalomma marginatum,41.64209,41.68701,6/3/2010,June,VectorMap_Ticks
Hyalomma marginatum,41.67786,41.72223,6/3/2010,June,VectorMap_Ticks
Hyalomma marginatum,41.54343,43.329861,7/1/2011,July,GBIF
Hyalomma marginatum,41.717593,44.824596,7/1/2011,July,GBIF
Hyalomma marginatum,42.673345,43.142596,7/1/2011,July,GBIF
Hyalomma marginatum,43.107149,41.167678,7/1/2011,July,GBIF
Hyalomma marginatum,41.648434,42.088157,7/1/2011,July,GBIF
Hyalomma marginatum,41.966948,42.15628,7/1/2011,July,GBIF
Hyalomma marginatum,42.179335,42.970747,7/1/2011,July,GBIF
Hyalomma marginatum,41.77433,42.03465,10/5/2011,October,VectorMap_Ticks
Hyalomma marginatum,41.79508,42.22443,10/5/2011,October,VectorMap_Ticks
Hyalomma marginatum,41.79571,42.22611,10/5/2011,October,VectorMap_Ticks
Hyalomma marginatum,41.72655,42.05857,10/5/2011,October,VectorMap_Ticks
Hyalomma marginatum,41.87405,42.3586,10/5/2011,October,VectorMap_Ticks
Hyalomma marginatum,41.73471,42.04339,10/5/2011,October,VectorMap_Ticks
Hyalomma marginatum,41.5664752,45.8454314,6/6/2012,June,VectorMap_Ticks
Hyalomma marginatum,41.551874,45.864836,6/6/2012,June,VectorMap_Ticks
Hyalomma marginatum,41.25296,46.23139,6/7/2012,June,VectorMap_Ticks
Hyalomma marginatum,41.5892,45.8479,6/7/2012,June,VectorMap_Ticks
Hyalomma marginatum,41.42295,46.17668,6/7/2012,June,VectorMap_Ticks
Hyalomma marginatum,41.47734,43.4688,6/13/2012,June,VectorMap_Ticks
Hyalomma marginatum,41.51646,43.39796,6/13/2012,June,VectorMap_Ticks
Hyalomma marginatum,41.42023,45.98237,4/11/2014,April,VectorMap_Ticks
Hyalomma marginatum,43.2231,41.57055,4/13/2014,April,VectorMap_Ticks
Hyalomma marginatum,41.57055,43.2231,4/13/2014,April,Georgia_Ticks
Hyalomma marginatum,41.29935,44.26072,7/17/2014,July,VectorMap_Ticks
Hyalomma marginatum,43.12564,41.62289,9/23/2014,September,VectorMap_Ticks
Hyalomma marginatum,41.62289,43.12564,9/23/2014,September,Georgia_Ticks
Hyalomma marginatum,42.9789,41.66055,5/3/2015,May,VectorMap_Ticks
Hyalomma marginatum,41.66055,42.9789,5/3/2015,May,Georgia_Ticks
Hyalomma marginatum,41.767433,45.773121,4/21/2017,April,GBIF
Hyalomma marginatum,41.499874,44.500634,4/21/2017,April,GBIF
Hyalomma marginatum,42.125615,44.019696,4/21/2017,April,GBIF
Hyalomma marginatum,42.69551,42.249841,6/30/2017,June,GBIF
